datetime,windspeed,poa_irradiance,solar_energy_production,wind_energy_production,total_energy_production,spotprice,energy_demand
2025-08-20 00:00:00,17.0,0.0,0.0,0.8828983961444078,0.8828983961444078,9.77,9.51677992108482
2025-08-20 01:00:00,14.8,0.0,0.0,0.5885628252033641,0.5885628252033641,9.32,9.306473551653985
2025-08-20 02:00:00,14.3,0.0,0.0,0.5411597597078737,0.5411597597078737,8.76,9.165081458513823
2025-08-20 03:00:00,16.0,0.0,0.0,0.76620246926772,0.76620246926772,8.58,9.138412380783322
2025-08-20 04:00:00,11.7,0.0,0.0,0.3064555308648922,0.3064555308648922,8.97,9.335786546573289
2025-08-20 05:00:00,8.9,0.0,0.0,0.0,0.0,9.88,10.093843585770687
2025-08-20 06:00:00,10.3,0.0,0.0,0.21834959492431855,0.21834959492431855,10.88,11.50615517627478
2025-08-20 07:00:00,8.8,7.993224073220437,0.28363844395232185,0.0,0.28363844395232185,11.01,12.508142314369271
2025-08-20 08:00:00,9.8,37.079393923934,1.3157571336596479,0.19284935013355112,1.508606483793199,10.39,13.124462401662752
2025-08-20 09:00:00,11.5,71.51025971044415,2.5375316149150353,0.31897944338680506,2.8565110583018405,9.01,13.37080651190614
2025-08-20 10:00:00,15.8,243.66458864299483,8.64640402119197,0.8665434733235592,9.51294749451553,8.1,13.58663062155708
2025-08-20 11:00:00,16.8,460.1523905460369,16.328443546664428,1.0661404537027217,17.39458400036715,6.91,13.67962753485008
2025-08-20 12:00:00,16.9,745.1363655282321,26.441060242361566,1.0599642858367602,27.501024528198325,4.91,13.683420981251402
2025-08-20 13:00:00,16.7,749.2873819630564,26.588358482922423,1.0342723648787568,27.62263084780118,3.5,13.506853294208076
2025-08-20 14:00:00,17.1,1014.4616280650698,35.9980297059014,1.0958682272040168,37.09389793310542,4.2,13.176708504371861
2025-08-20 15:00:00,17.6,787.7557897045706,27.953404578612634,1.2029271807258268,29.15633175933846,7.3,13.05347897278954
2025-08-20 16:00:00,18.4,540.6526007122995,19.18498230252021,1.2365407030356619,20.421523005555873,8.15,12.902603263646075
2025-08-20 17:00:00,17.3,440.0166157367016,15.613928379520718,1.005146689216993,16.61907506873771,10.17,13.080205526980668
2025-08-20 18:00:00,17.3,211.24054646874515,7.495841396560915,0.9542529838918874,8.450094380452803,10.92,13.344769675242524
2025-08-20 19:00:00,17.5,105.95459886060006,3.7597841966045253,0.9938424205638922,4.753626617168417,13.52,13.258612460764027
2025-08-20 20:00:00,13.3,37.111147838812975,1.3168839169104565,0.3705371977924529,1.6874211147029095,12.61,12.992324018683389
2025-08-20 21:00:00,14.2,8.82842712474619,0.31327550801420184,0.5394400606647325,0.8527155686789343,11.5,12.360082951796484
2025-08-20 22:00:00,10.6,0.0,0.0,0.22763421369486175,0.22763421369486175,10.35,11.46626651260028
2025-08-20 23:00:00,13.8,0.0,0.0,0.5387078567280441,0.5387078567280441,9.73,10.579174819297325
2025-08-21 00:00:00,13.9,0.0,0.0,0.5796285796191065,0.5796285796191065,9.61,10.087118839877435
2025-08-21 01:00:00,13.3,0.0,0.0,0.4926800531849171,0.4926800531849171,9.07,9.797609907703858
2025-08-21 02:00:00,13.6,0.0,0.0,0.527429070751649,0.527429070751649,8.75,9.532011183150733
2025-08-21 03:00:00,14.3,0.0,0.0,0.6090250038898718,0.6090250038898718,9.09,9.633801994919525
2025-08-21 04:00:00,12.4,0.0,0.0,0.3970380114742067,0.3970380114742067,9.24,9.796747760794467
2025-08-21 05:00:00,11.5,0.0,0.0,0.3153855012985266,0.3153855012985266,10.86,10.458646681364431
2025-08-21 06:00:00,9.6,0.0,0.0,0.18155693131866382,0.18155693131866382,11.56,11.88860354528073
2025-08-21 07:00:00,8.7,6.179898987322333,0.21929285560994127,0.0,0.21929285560994127,11.69,12.932548499632263
2025-08-21 08:00:00,12.6,21.05897001534651,0.7472746205630811,0.3846778210575962,1.1319524416206774,10.78,13.594619849584104
2025-08-21 09:00:00,17.3,50.16285487355978,1.780021924846427,0.9527198263005803,2.7327417511470076,9.73,13.787108516220854
2025-08-21 10:00:00,22.2,190.9203691951879,6.774782733634556,2.210467598219699,8.985250331854255,8.59,14.170476508596822
2025-08-21 11:00:00,22.8,527.2137617799211,18.708106973067583,2.577488816863898,21.28559578993148,7.76,14.039085319605599
2025-08-21 12:00:00,19.4,311.44771028967534,11.051678660559032,1.6218172242985425,12.673495884857575,6.95,13.749978722656405
2025-08-21 13:00:00,19.6,861.562797852431,30.572435992228566,1.7027759346076095,32.27521192683618,6.61,13.626174426467824
2025-08-21 14:00:00,22.7,623.478760545704,22.12405705865025,2.5697656579559465,24.6938227166062,5.63,13.145441309791272
2025-08-21 15:00:00,28.1,733.4363459455536,26.025886675570064,4.847448362877034,30.8733350384471,6.82,12.845241755941244
