name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"51.751111, 4.208611",2025-08-29T22:00:00,13.6,13.6,11.1,85.04,0,48.4,rain,0,0,27.6,14.2,115.5,1004,35.3,24.1,35,0.1,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-29T23:00:00,12.4,12.4,11.2,92.39,0,48.4,rain,0,0,30.2,14,115.9,1004,2.9,24.1,0,0,0,10,Rain,rain,
"51.751111, 4.208611",2025-08-30T00:00:00,12.3,12.3,11.3,93.62,0,48.4,rain,0,0,30.6,13.8,113.5,1003.7,35.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-30T01:00:00,12.2,12.2,11.4,94.86,0,48.4,rain,0,0,31,13.6,111.2,1003.3,67.6,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-30T02:00:00,12.2,12.2,11.6,96.12,0,48.4,rain,0,0,31.3,13.3,108.8,1003,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T03:00:00,12.2,12.2,11.6,96.12,0,41.9,,0,0,28.2,13,111.3,1002.7,89.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-30T04:00:00,12.2,12.2,11.6,96.12,0,41.9,,0,0,25.1,12.6,113.9,1002.3,79.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-30T05:00:00,12.2,12.2,11.6,96.12,0,41.9,,0,0,22,12.2,116.4,1002,68.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-30T06:00:00,12.7,12.7,11.6,92.61,0,41.9,,0,0,22.3,12,117.8,1002,79.3,24.1,2,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-30T07:00:00,13.3,13.3,11.6,89.25,0,41.9,,0,0,22.7,11.8,119.3,1002,89.6,24.1,4,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-30T08:00:00,13.9,13.9,11.6,86.02,0,41.9,,0,0,23,11.5,120.7,1002,100,24.1,6,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T09:00:00,16.9,16.9,11.4,70.02,0,51.6,rain,0,0,23.2,13.1,130.7,1001.7,91.4,24.1,83,0.3,1,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T10:00:00,19.9,19.9,11.2,57.25,0,51.6,rain,0,0,23.3,14.6,140.6,1001.3,82.8,24.1,160,0.6,2,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-30T11:00:00,22.9,22.9,11,47.01,0,51.6,rain,0,0,23.4,16.2,150.6,1001,74.2,24.1,237,0.9,2,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-30T12:00:00,24.2,24.2,9.9,40.41,0,51.6,rain,0,0,23.9,16.7,151.9,1000.7,82.8,24.1,364.3,1.3,4,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-30T13:00:00,25.6,25.6,8.9,34.75,0,51.6,rain,0,0,24.4,17.2,153.3,1000.3,91.4,24.1,491.7,1.8,5,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T14:00:00,27,26.4,7.9,29.88,0,51.6,rain,0,0,24.8,17.6,154.6,1000,100,24.1,619,2.2,6,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T15:00:00,26,26,8.7,33.49,0,38.7,,0,0,21.1,15,203.5,1000,97.5,24.1,484,1.7,5,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T16:00:00,25.1,25.1,9.6,37.52,0,38.7,,0,0,17.4,12.4,252.3,1000,95,24.1,349,1.3,3,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T17:00:00,24.2,24.2,10.5,42.04,0,38.7,,0,0,13.7,9.7,301.2,1000,92.5,24.1,214,0.8,2,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T18:00:00,21.6,21.6,11.9,54.01,0,38.7,,0,0,13.1,9.5,286.8,1000.3,95,24.1,151.3,0.6,2,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T19:00:00,19,19,13.3,69.53,0,38.7,,0,0,12.5,9.2,272.3,1000.7,97.5,24.1,88.7,0.3,1,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T20:00:00,16.5,16.5,14.8,89.69,1.3,38.7,rain,0,0,11.9,9,257.9,1001,100,24.1,26,0.1,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-30T21:00:00,16.4,16.4,14.7,89.68,0,67.7,rain,0,0,9.2,7.2,229.2,1001.3,100,24.1,17.3,0.1,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T22:00:00,16.3,16.3,14.6,89.68,0,67.7,rain,0,0,6.6,5.4,200.6,1001.7,100,24.1,8.7,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-30T23:00:00,16.3,16.3,14.6,89.67,1,67.7,rain,0,0,4,3.6,171.9,1002,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T00:00:00,16.1,16.1,14.7,91.22,0,67.7,rain,0,0,6.1,4.7,193.2,1002,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T01:00:00,16,16,14.8,92.79,0,67.7,rain,0,0,8.3,5.8,214.6,1002,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T02:00:00,15.9,15.9,15,94.39,0,67.7,rain,0,0,10.4,6.8,235.9,1002,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T03:00:00,15.8,15.8,14.6,92.38,0,45.2,rain,0,0,8.8,6.2,234.9,1002.3,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T04:00:00,15.8,15.8,14.2,90.41,0,45.2,rain,0,0,7.1,5.6,233.9,1002.7,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T05:00:00,15.8,15.8,13.9,88.48,0,45.2,rain,0,0,5.4,5,232.9,1003,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T06:00:00,15.5,15.5,13.7,89.03,0,45.2,rain,0,0,9.4,6.5,229,1003.3,100,24.1,0.3,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T07:00:00,15.3,15.3,13.6,89.6,0,45.2,rain,0,0,13.3,7.9,225.1,1003.7,100,24.1,0.7,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T08:00:00,15.1,15.1,13.5,90.16,0.2,45.2,rain,0,0,17.3,9.4,221.2,1004,100,24.1,1,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T09:00:00,15.4,15.4,13.5,88.44,0,45.2,rain,0,0,16.2,8.8,218.6,1004.3,100,24.1,9.3,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T10:00:00,15.7,15.7,13.5,86.76,0,45.2,rain,0,0,15.1,8.2,216,1004.7,100,24.1,17.7,0.1,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T11:00:00,16,16,13.5,85.11,0,45.2,rain,0,0,14,7.6,213.4,1005,100,24.1,26,0.1,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T12:00:00,16.9,16.9,13.2,78.82,0,45.2,rain,0,0,13.2,8.5,218.6,1005.3,100,24.1,77,0.3,1,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T13:00:00,17.8,17.8,12.9,73.03,0,45.2,rain,0,0,12.4,9.5,223.7,1005.7,100,24.1,128,0.4,1,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T14:00:00,18.8,18.8,12.7,67.68,0,45.2,rain,0,0,11.5,10.4,228.9,1006,100,24.1,179,0.6,2,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T15:00:00,19.6,19.6,12.2,62.05,0,38.7,,0,0,11.2,10.7,246.1,1006.3,92.2,24.1,264.7,0.9,3,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-31T16:00:00,20.5,20.5,11.7,56.91,0,38.7,,0,0,10.8,10.9,263.2,1006.7,84.5,24.1,350.3,1.3,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-31T17:00:00,21.4,21.4,11.2,52.2,0,38.7,,0,0,10.4,11.2,280.4,1007,76.7,24.1,436,1.6,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-31T18:00:00,20.4,20.4,11.5,56.64,0,38.7,,0,0,10.7,10.1,295.2,1007,82.6,24.1,356,1.3,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-31T19:00:00,19.5,19.5,11.9,61.48,0,38.7,,0,0,10.9,9,310,1007,88.6,24.1,276,1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-31T20:00:00,18.6,18.6,12.3,66.76,0,38.7,,0,0,11.2,7.9,324.8,1007,94.5,24.1,196,0.7,2,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-31T21:00:00,17.4,17.4,12.6,72.96,0,67.7,rain,0,0,10.2,7.8,318.1,1007.7,96.3,24.1,130.7,0.5,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T22:00:00,16.4,16.4,12.9,79.78,0,67.7,rain,0,0,9.2,7.7,311.3,1008.3,98.2,24.1,65.3,0.2,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-08-31T23:00:00,15.3,15.3,13.2,87.29,0,67.7,rain,0,0,8.3,7.6,304.6,1009,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T00:00:00,15.2,15.2,13.1,87.66,0,67.7,rain,0,0,8,7.6,281.4,1009.3,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T01:00:00,15.1,15.1,13.1,88.03,0,67.7,rain,0,0,7.8,7.6,258.2,1009.7,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T02:00:00,15,15,13.1,88.41,0,67.7,rain,0,0,7.6,7.6,235,1010,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T03:00:00,15.1,15.1,13.3,89.38,0,48.4,rain,0,0,13.1,8.9,240.1,1010,69.4,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T04:00:00,15.2,15.2,13.6,90.37,0,48.4,rain,0,0,18.6,10.2,245.3,1010,38.8,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T05:00:00,15.3,15.3,13.9,91.36,0,48.4,rain,0,0,24.1,11.5,250.4,1010,8.2,24.1,0,0,0,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T06:00:00,15.7,15.7,14.1,90.41,0,48.4,rain,0,0,23.3,11.3,247.8,1010,38.8,23.9,3.3,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T07:00:00,16.1,16.1,14.4,89.47,0,48.4,rain,0,0,22.4,11,245.1,1010,69.4,23.6,6.7,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T08:00:00,16.6,16.6,14.7,88.54,0.3,48.4,rain,0,0,21.6,10.8,242.5,1010,100,23.4,10,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T09:00:00,16.8,16.8,14.4,85.75,0,51.6,rain,0,0,24.1,12.8,262,1010.7,100,23.6,27.7,0.1,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T10:00:00,17,17,14.1,83.04,0,51.6,rain,0,0,26.6,14.9,281.4,1011.3,100,23.9,45.3,0.1,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T11:00:00,17.2,17.2,13.8,80.41,0.5,51.6,rain,0,0,29.2,16.9,300.9,1012,100,24.1,63,0.2,1,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-01T12:00:00,17.9,17.9,13.1,73.36,0,51.6,rain,0,0,29.9,19.9,296.5,1012.7,66.7,24.1,179,0.6,2,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T13:00:00,18.7,18.7,12.4,66.93,0,51.6,rain,0,0,30.6,22.9,292.2,1013.3,33.3,24.1,295,1.1,3,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-01T14:00:00,19.5,19.5,11.8,61.07,0.8,51.6,rain,0,0,31.3,25.9,287.8,1014,0,24.1,411,1.5,4,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T15:00:00,19.9,19.9,11.1,56.89,0,45.2,rain,0,0,30.5,24.5,284.3,1014.3,0,24.1,483,1.8,5,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T16:00:00,20.4,20.4,10.5,52.99,0,45.2,rain,0,0,29.6,23,280.7,1014.7,0,24.1,555,2,6,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T17:00:00,20.9,20.9,9.9,49.36,0,45.2,rain,0,0,28.8,21.6,277.2,1015,0,24.1,627,2.3,6,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T18:00:00,20,20,10.3,53.49,0,45.2,rain,0,0,26.9,18.8,270.9,1015.3,1.7,24.1,500.3,1.8,5,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T19:00:00,19.2,19.2,10.7,57.98,0,45.2,rain,0,0,25,16.1,264.6,1015.7,3.4,24.1,373.7,1.4,4,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T20:00:00,18.4,18.4,11.2,62.86,0,45.2,rain,0,0,23,13.3,258.3,1016,5.1,24.1,247,0.9,2,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T21:00:00,17.7,17.7,11.5,66.87,0,51.6,rain,0,0,26.4,14.2,245.8,1016,7.9,24.1,164.7,0.6,0,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T22:00:00,17,17,11.8,71.14,0,51.6,rain,0,0,29.8,15,233.3,1016,10.7,24.1,82.3,0.3,0,10,Rain,rain,
"51.751111, 4.208611",2025-09-01T23:00:00,16.4,16.4,12.1,75.7,0,51.6,rain,0,0,33.1,15.8,220.8,1016,13.5,24.1,0,0,0,10,Rain,rain,
"51.751111, 4.208611",2025-09-02T00:00:00,16.2,16.2,12.2,77.18,0,51.6,rain,0,0,34.1,16.1,219.4,1016,34.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T01:00:00,16,16,12.3,78.7,0,51.6,rain,0,0,35,16.3,218,1016,54.6,24.1,0,0,0,3,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T02:00:00,15.9,15.9,12.5,80.24,0.1,51.6,rain,0,0,36,16.6,216.6,1016,75.2,24.1,0,0,0,3,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T03:00:00,16.2,16.2,12.3,77.7,0,51.6,rain,0,0,35.6,16.6,230.4,1016,73.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T04:00:00,16.6,16.6,12.2,75.24,0,51.6,rain,0,0,35.3,16.6,244.2,1016,71.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T05:00:00,17,17,12.1,72.87,0.1,51.6,rain,0,0,34.9,16.6,258,1016,69,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T06:00:00,17,17,12.4,74.33,0,51.6,rain,0,0,32.3,16,261.4,1016.3,47.7,24.1,4,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T07:00:00,17,17,12.7,75.81,0,51.6,rain,0,0,29.6,15.4,264.7,1016.7,26.3,24.1,8,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-02T08:00:00,17.1,17.1,13.1,77.32,0,51.6,rain,0,0,27,14.8,268.1,1017,5,24.1,12,0,0,10,Rain,rain,
"51.751111, 4.208611",2025-09-02T09:00:00,17.9,17.9,13.2,73.68,0,35.5,,0,0,25.4,15.8,269.6,1017.3,21.4,24.1,113.7,0.4,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T10:00:00,18.8,18.8,13.3,70.24,0,35.5,,0,0,23.9,16.9,271,1017.7,37.9,24.1,215.3,0.7,2,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T11:00:00,19.7,19.7,13.4,66.99,0.3,35.5,rain,0,0,22.3,18,272.5,1018,54.3,24.1,317,1.1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T12:00:00,20.2,20.2,13.1,63.42,0,35.5,,0,0,22.9,18.2,270.6,1018,38.8,24.1,418.3,1.5,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T13:00:00,20.8,20.8,12.8,60.05,0,35.5,,0,0,23.5,18.5,268.8,1018,23.4,24.1,519.7,1.8,5,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T14:00:00,21.4,21.4,12.5,56.87,0.3,35.5,rain,0,0,24.1,18.7,266.9,1018,7.9,24.1,621,2.2,6,10,Clear,clear-day,
"51.751111, 4.208611",2025-09-02T15:00:00,21.3,21.3,12.4,56.85,0,41.9,,0,0,25.4,18.4,268.5,1017.7,38.6,24.1,611.7,2.2,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T16:00:00,21.2,21.2,12.3,56.82,0,41.9,,0,0,26.8,18,270.2,1017.3,69.3,24.1,602.3,2.1,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-02T17:00:00,21.1,21.1,12.2,56.8,0.1,41.9,rain,0,0,28.1,17.6,271.8,1017,100,24.1,593,2.1,6,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-02T18:00:00,20,20,12.4,61.73,0,41.9,,0,0,24.6,15.1,265.6,1016.7,100,24.1,461.3,1.6,5,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-02T19:00:00,18.9,18.9,12.7,67.13,0,41.9,,0,0,21.1,12.6,259.5,1016.3,100,24.1,329.7,1.2,3,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-02T20:00:00,17.9,17.9,13,73.03,0,41.9,,0,0,17.6,10.1,253.3,1016,100,24.1,198,0.7,2,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-02T21:00:00,17.5,17.5,13,75.06,0,45.2,rain,0,0,16.8,10,228.8,1015.7,100,24.1,132,0.5,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-02T22:00:00,17.1,17.1,13.1,77.16,0,45.2,rain,0,0,16,9.8,204.3,1015.3,100,24.1,66,0.2,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-02T23:00:00,16.8,16.8,13.2,79.32,0,45.2,rain,0,0,15.1,9.7,179.8,1015,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"51.751111, 4.208611",2025-09-03T00:00:00,16.4,16.4,12.9,79.44,0,45.2,rain,0,0,20.4,10.8,174,1014.7,80.4,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-03T01:00:00,16.1,16.1,12.6,79.57,0,45.2,rain,0,0,25.7,11.9,168.2,1014.3,60.7,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-03T02:00:00,15.8,15.8,12.3,79.7,0,45.2,rain,0,0,31,13,162.4,1014,41.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-09-03T03:00:00,16.1,16.1,11.2,72.56,0,32.3,,0,0,38.9,16.2,167.8,1013,60.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-09-03T04:00:00,16.5,16.5,10.1,66.03,0,32.3,,0,0,46.8,19.4,173.1,1012,80.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-09-03T05:00:00,16.9,16.9,9.1,60.05,0,32.3,,0,0,54.7,22.7,178.5,1011,100,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T06:00:00,17.3,17.3,8.8,57.38,0,32.3,,0,0,54.5,24.4,185.8,1011,98.7,24.1,2.7,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T07:00:00,17.7,17.7,8.5,54.84,0,32.3,,0,0,54.2,26,193.2,1011,97.4,24.1,5.3,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T08:00:00,18.2,18.2,8.3,52.41,0,32.3,,0,0,54,27.7,200.5,1011,96.1,24.1,8,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T09:00:00,19.3,19.3,9.4,52.7,0,25.8,,0,0,51.6,28.8,209.4,1011.3,97.4,24.1,53.7,0.2,1,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T10:00:00,20.4,20.4,10.4,52.99,0,25.8,,0,0,49.2,29.9,218.4,1011.7,98.7,24.1,99.3,0.3,1,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T11:00:00,21.5,21.5,11.6,53.27,0,25.8,,0,0,46.8,31,227.3,1012,100,24.1,145,0.5,1,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T12:00:00,21,21,12.6,58.67,0,25.8,,0,0,45.1,30,228.1,1012.3,68.8,24.1,127.3,0.4,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-03T13:00:00,20.5,20.5,13.6,64.59,0,25.8,,0,0,43.4,29,228.8,1012.7,37.7,24.1,109.7,0.4,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-03T14:00:00,20,20,14.6,71.07,0.1,25.8,rain,0,0,41.8,28.1,229.6,1013,6.5,24.1,92,0.3,1,10,Clear,clear-day,
"51.751111, 4.208611",2025-09-03T15:00:00,20.6,20.6,13.9,65.74,0,19.4,,0,0,40.3,27.2,245,1013.3,37.7,24.1,257,0.9,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-03T16:00:00,21.2,21.2,13.3,60.8,0,19.4,,0,0,38.9,26.4,260.3,1013.7,68.8,24.1,422,1.5,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-09-03T17:00:00,21.8,21.8,12.7,56.23,0.2,19.4,rain,0,0,37.4,25.6,275.7,1014,100,24.1,587,2.1,6,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T18:00:00,20.8,20.8,12.7,59.78,0,19.4,,0,0,34.7,22.3,268.4,1014.7,100,24.1,455.7,1.6,5,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T19:00:00,19.8,19.8,12.7,63.6,0,19.4,,0,0,31.9,19.1,261,1015.3,100,24.1,324.3,1.2,3,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T20:00:00,18.8,18.8,12.7,67.68,0,19.4,,0,0,29.2,15.8,253.7,1016,100,24.1,193,0.7,2,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T21:00:00,17.8,17.8,12.4,70.36,0,25.8,,0,0,29.4,15.4,247.3,1016.7,100,24.1,128.7,0.5,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T22:00:00,16.9,16.9,12.1,73.18,0,25.8,,0,0,29.6,14.9,240.9,1017.3,100,24.1,64.3,0.2,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-09-03T23:00:00,16,16,11.8,76.14,0,25.8,,0,0,29.9,14.4,234.5,1018,100,24.1,0,0,0,10,Overcast,cloudy,
