name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"51.751111, 4.208611",2025-08-20T00:00:00,16.6,16.6,13.7,83.12,0,0,,0,0,31.3,17,27,1013.5,96.5,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T01:00:00,16.5,16.5,13.6,83.1,0,0,,0,0,31.3,14.8,23,1013.7,56.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T02:00:00,15.9,15.9,13.5,85.33,0,0,,0,0,23.8,14.3,25,1014,100,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T03:00:00,15.9,15.9,13.4,84.66,0,0,,0,0,24.5,16,27,1014,98.5,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T04:00:00,15.7,15.7,13.1,84.34,0,0,,0,0,22.7,11.7,37,1014,98.5,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T05:00:00,15.7,15.7,13,83.68,0,0,,0,0,20.9,8.9,24,1014,100,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T06:00:00,15.8,15.8,12.5,80.79,0,0,,0,0,19.4,10.3,31,1013.1,90.9,10,0,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T07:00:00,15.9,15.9,12.5,80.56,0,0,,0,0,22.3,8.8,24,1013.1,92.4,10,4,0,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T08:00:00,16.5,16.5,12.2,75.54,0,0,,0,0,27.4,9.8,19,1013.6,100,10,30,0.1,0,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T09:00:00,16.8,16.8,11.9,72.5,0,0,,0,0,31.3,11.5,18,1013.5,100,9.6,57,0.2,1,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T10:00:00,17.5,17.5,11.2,66.19,0,0,,0,0,31.7,15.8,20,1013.6,100,10,184,0.7,2,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T11:00:00,18.4,18.4,10.7,60.92,0,0,,0,0,31.7,16.8,23,1014,93,10,397,1.4,4,10,Overcast,cloudy,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T12:00:00,19.1,19.1,11.1,59.62,0,0,,0,0,30.2,16.9,18,1014,70.9,10,429,1.5,4,10,Partially cloudy,partly-cloudy-day,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T13:00:00,20.5,20.5,10.8,53.73,0,0,,0,0,28.8,16.7,16,1013.6,61.7,10,717,2.6,7,10,Partially cloudy,partly-cloudy-day,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T14:00:00,21.4,21.4,11,51.32,0,0,,0,0,31,17.1,26,1013,25,10,789,2.8,8,10,Partially cloudy,partly-cloudy-day,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T15:00:00,21.8,21.8,10.8,49.62,0,0,,0,0,38.9,17.6,22,1012.6,54.8,10,781,2.8,8,10,Partially cloudy,partly-cloudy-day,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T16:00:00,22.2,22.2,12.3,53.43,0,0,,0,0,27.7,18.4,11,1012.1,54.8,10,556,2,6,10,Partially cloudy,partly-cloudy-day,"EHFS,EHRD,E7651,EHWO,EHGR"
"51.751111, 4.208611",2025-08-20T17:00:00,22.4,22.4,12.1,52.11,0,0,,0,0,32.4,21.6,357.8,1012,47.4,24.1,577,2.1,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-20T18:00:00,21.9,21.9,13.3,58.12,0,0,,0,0,34.9,23,355.7,1012,35.7,24.1,449,1.6,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-20T19:00:00,21.4,21.4,14.4,64.36,0,0,,0,0,35.3,23.8,353.4,1011,35.1,24.1,273,1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-20T20:00:00,21,21,15.1,69.01,0,0,,0,0,35.3,21.2,347.7,1011,25.2,24.1,127,0.5,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-20T21:00:00,20.6,20.6,14,65.88,0,0,,0,0,30.6,15.8,20.6,1011,27.6,24.1,24,0.1,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-20T22:00:00,19.7,19.7,11.8,60.31,0,0,,0,0,29.5,20.2,26.7,1012,41.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-20T23:00:00,19,19,11.7,62.59,0,0,,0,0,31.7,20.9,30.3,1013,49.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-21T00:00:00,18.5,18.5,11.2,62.47,0,0,,0,0,31,20.5,34.7,1013,69.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-21T01:00:00,17.5,17.5,11.3,66.97,0,0,,0,0,30.2,18.7,31.4,1013,21.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-21T02:00:00,16.5,16.5,11.7,73.26,0,0,,0,0,27.7,16.6,26,1013,0,24.1,0,0,0,10,Clear,clear-night,
"51.751111, 4.208611",2025-08-21T03:00:00,15.8,15.8,12.3,79.7,0,0,,0,0,24.5,16.6,19.4,1012,0,24.1,0,0,0,10,Clear,clear-night,
"51.751111, 4.208611",2025-08-21T04:00:00,15.3,15.3,12.6,83.93,0,0,,0,0,25.6,17.3,15.8,1012,0,24.1,0,0,0,10,Clear,clear-night,
"51.751111, 4.208611",2025-08-21T05:00:00,15.2,15.2,13,86.71,0,0,,0,0,26.6,18.4,15.6,1012,13.4,24.1,0,0,0,10,Clear,clear-night,
"51.751111, 4.208611",2025-08-21T06:00:00,15.1,15.1,13.1,87.84,0,0,,0,0,27,18.4,16.9,1012,30.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-21T07:00:00,15.3,15.3,13,86.16,0,0,,0,0,27.7,19.1,15.7,1012,46.1,24.1,2,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T08:00:00,16.3,16.3,13,80.82,0,0,,0,0,30.6,20.9,17.8,1013,56.4,24.1,76,0.3,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T09:00:00,17.6,17.6,12.8,73.46,0,0,,0,0,36,24.1,21.4,1013,46.5,24.1,226,0.8,2,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T10:00:00,18.7,18.7,12.5,67.22,0,0,,0,0,38.2,24.8,26.1,1014,31.4,24.1,386,1.4,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T11:00:00,19.5,19.5,11.9,61.47,0,0,,0,0,38.2,23.8,23.6,1014,41.3,24.1,533,1.9,5,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T12:00:00,20.1,20.1,11.7,58.45,0,0,,0,0,36.4,22.7,17.2,1014,61,24.1,616,2.2,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T13:00:00,20.5,20.5,11.6,56.65,0,0,,0,0,36,23.4,5.6,1014,68.1,24.1,590,2.1,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T14:00:00,20.5,20.5,11.2,55.17,0,0,,0,0,40,26.6,0.2,1014,60.2,24.1,752,2.7,8,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T15:00:00,20.1,20.1,11.5,57.68,0,0,,0,0,47.2,31.3,356,1014,46.8,24.1,755,2.7,8,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T16:00:00,19.8,19.8,10.9,56.47,0,0,,0,0,49,32,357.5,1015,39.4,24.1,699,2.5,7,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T17:00:00,19.5,19.5,9,50.66,0,0,,0,0,49.3,31,357.6,1015,7.7,24.1,600,2.2,6,10,Clear,clear-day,
"51.751111, 4.208611",2025-08-21T18:00:00,18.6,18.6,10.4,58.87,0,0,,0,0,49.3,31.7,358.1,1015,39.1,24.1,466,1.7,5,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T19:00:00,18,18,10.3,60.72,0,0,,0,0,47.9,30.2,1.3,1016,48.2,24.1,308,1.1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-21T20:00:00,17.2,17.2,9.8,61.76,0,0,,0,0,46.1,27.7,2.4,1016,18.7,24.1,149,0.5,1,10,Clear,clear-day,
"51.751111, 4.208611",2025-08-21T21:00:00,16.6,16.6,11.4,71.37,0,45.2,rain,0,0,40.7,23,4,1017,60.5,24.1,24,0.1,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-21T22:00:00,16.3,16.3,10.4,68.07,0,45.2,rain,0,0,36.7,20.5,7.4,1017,21.7,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-21T23:00:00,15.8,15.8,10.7,71.69,0,45.2,rain,0,0,30.2,16.6,6.7,1018,35.6,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-22T00:00:00,15.5,15.5,11.4,76.56,0,45.2,rain,0,0,24.8,14,354.8,1018,32.4,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-22T01:00:00,15.3,15.3,11.7,79.1,0,45.2,rain,0,0,20.2,10.4,353.9,1018,40.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-22T02:00:00,15,15,11.8,81.18,0,45.2,rain,0,0,15.5,6.8,357.9,1018,44.8,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
"51.751111, 4.208611",2025-08-22T03:00:00,14.9,14.9,11.8,81.7,0,0,,0,0,13.3,8.6,10.6,1018,68.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-22T04:00:00,15,15,11.7,80.64,0,0,rain,0,0,14,6.5,7.6,1018,79.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-22T05:00:00,14.9,14.9,11.8,81.7,0,0,rain,0,0,9.4,3.2,340.4,1018,67.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-22T06:00:00,14.8,14.8,12,83.32,0,0,rain,0,0,7.2,5,326.7,1018,52.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-22T07:00:00,14.7,14.7,11.9,83.31,0,0,rain,0,0,7.6,4,330.3,1019,59.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T08:00:00,15.2,15.2,11.7,79.61,0,0,rain,0,0,18.4,11.5,344.4,1019,79.3,24.1,13,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T09:00:00,15.7,15.7,11.2,74.59,0,3.2,rain,0,0,24.8,16.6,327.9,1019,83.9,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T10:00:00,16.3,16.3,11,70.84,0,3.2,rain,0,0,26.3,17.6,330,1019,82,24.1,113,0.4,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T11:00:00,16.8,16.8,11,68.62,0,3.2,rain,0,0,28.1,18,327.6,1020,84.6,24.1,223,0.8,2,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T12:00:00,17.2,17.2,11.1,67.35,0,3.2,rain,0,0,31.7,20.5,324.5,1020,76.2,24.1,430,1.5,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T13:00:00,17.5,17.5,10.5,63.5,0,3.2,,0,0,32.8,20.5,326.4,1019,81.2,24.1,288,1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T14:00:00,18.3,18.3,9.7,57.24,0,3.2,,0,0,31.3,20.5,324.1,1019,64.8,24.1,371,1.3,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T15:00:00,18.8,18.8,8.2,50.13,0,3.2,,0,0,31.7,20.5,320.1,1019,42.9,24.1,732,2.6,7,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T16:00:00,19.1,19.1,7.7,47.56,0,3.2,,0,0,32,20.5,322.7,1019,67,24.1,699,2.5,7,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-22T17:00:00,18.9,18.9,8.2,49.82,0,3.2,,0,0,36,23,334.5,1019,100,24.1,600,2.2,6,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-22T18:00:00,18.6,18.6,8.2,50.76,0,3.2,,0,0,34.6,22.7,334,1019,99.2,24.1,465,1.7,5,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-22T19:00:00,18,18,9.4,57.16,0,3.2,,0,0,34.9,20.2,336.4,1019,96.1,24.1,308,1.1,3,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-22T20:00:00,17.6,17.6,9.8,60.22,0,3.2,,0,0,29.9,15.8,327.9,1019,90.7,24.1,147,0.5,1,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-22T21:00:00,17,17,10.9,67.31,0,32.3,,0,0,24.1,10.8,324.4,1019,77.9,24.1,21,0.1,0,10,Partially cloudy,partly-cloudy-night,
"51.751111, 4.208611",2025-08-22T22:00:00,16.7,16.7,11.5,71.39,0,32.3,,0,0,16.9,9,316,1019,97.7,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-22T23:00:00,16.7,16.7,11.7,72.34,0,32.3,,0,0,14.4,6.8,290.1,1019,95.9,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T00:00:00,16.7,16.7,12.1,74.27,0,32.3,,0,0,10.8,4.7,260.6,1019,92.6,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T01:00:00,16.7,16.7,12.4,75.75,0,32.3,,0,0,7.6,3.2,289.2,1018,92.4,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T02:00:00,16.7,16.7,12.6,76.75,0,32.3,,0,0,4.3,1.1,321.1,1018,98.2,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T03:00:00,16.4,16.4,13.2,81.36,0.2,3.2,rain,0,0,8.6,5.8,213,1018,100,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T04:00:00,16,16,13.1,82.92,0.4,3.2,rain,0,0,11.5,7.9,205.7,1018,100,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T05:00:00,15.6,15.6,12.5,81.79,0.3,3.2,rain,0,0,12.2,7.9,179.4,1018,100,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T06:00:00,15.4,15.4,12.2,81.23,0.1,3.2,rain,0,0,12.6,5,152.6,1017,97.4,24.1,0,0,0,10,Overcast,cloudy,
"51.751111, 4.208611",2025-08-23T07:00:00,15.3,15.3,12.4,82.84,0,3.2,,0,0,8.6,4.3,87.3,1017,87.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T08:00:00,15.5,15.5,12.5,82.32,0,3.2,,0,0,7.6,5,63.8,1018,77,24.1,11,0,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T09:00:00,15.9,15.9,12.8,81.83,0,3.2,,0,0,17.6,11.5,21.6,1018,81.8,24.1,46,0.2,0,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T10:00:00,16.6,16.6,12.5,76.74,0,3.2,,0,0,20.5,12.2,22.1,1018,73.7,24.1,142,0.5,1,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T11:00:00,17.4,17.4,11.1,66.51,0,3.2,,0,0,23,14,20.3,1018,60.9,24.1,472,1.7,5,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T12:00:00,18.2,18.2,9.7,57.6,0,3.2,,0,0,23.4,14.8,354.2,1018,66.2,24.1,590,2.1,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T13:00:00,19.2,19.2,7.3,45.99,0,3.2,,0,0,24.5,13,345.8,1019,46.8,24.1,726,2.6,7,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T14:00:00,19.9,19.9,6.9,42.84,0,3.2,,0,0,24.5,16.2,350.4,1018,68.7,24.1,763,2.7,8,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T15:00:00,19.7,19.7,7,43.59,0,0,,0,0,26.8,17.3,348.3,1018,57.3,24.1,751,2.7,8,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T16:00:00,19.6,19.6,7.1,44.36,0,0,,0,0,29,18.4,346.1,1018,46,24.1,674,2.4,7,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T17:00:00,19.5,19.5,7.3,45.14,0,0,,0,0,31.3,19.4,344,1018,34.6,24.1,572,2.1,6,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T18:00:00,18.8,18.8,7.9,49.12,0,0,,0,0,31.7,19.4,348.1,1018,27.7,24.1,447,1.6,4,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T19:00:00,18.1,18.1,8.4,53.46,0,0,,0,0,32,19.4,352.2,1018,20.9,24.1,297,1.1,3,10,Partially cloudy,partly-cloudy-day,
"51.751111, 4.208611",2025-08-23T20:00:00,17.4,17.4,9.1,58.18,0,0,,0,0,32.4,19.4,356.3,1018,14,24.1,143,0.5,1,10,Clear,clear-day,
"51.751111, 4.208611",2025-08-23T21:00:00,16.5,16.5,9.5,63.15,0,3.2,,0,0,27.7,16.3,244.8,1018.3,9.3,24.1,20,0.1,0,10,Clear,clear-night,
