Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
29.03.2024 12:00;29.03.2024 13:00;53.380,25;58.248,25;4.868,00;11.293,00
29.03.2024 13:00;29.03.2024 14:00;50.249,50;55.032,25;4.782,75;8.921,50
29.03.2024 14:00;29.03.2024 15:00;47.675,75;51.759,25;4.083,50;8.629,50
29.03.2024 15:00;29.03.2024 16:00;46.250,75;48.544,75;2.294,00;12.676,50
29.03.2024 16:00;29.03.2024 17:00;46.034,75;46.317,50;282,75;21.374,75
29.03.2024 17:00;29.03.2024 18:00;48.087,25;48.092,25;5,00;31.661,75
29.03.2024 18:00;29.03.2024 19:00;50.777,50;50.780,75;3,25;38.811,00
29.03.2024 19:00;29.03.2024 20:00;50.411,25;50.412,50;1,25;39.558,25
29.03.2024 20:00;29.03.2024 21:00;47.639,75;47.643,50;3,75;36.760,25
29.03.2024 21:00;29.03.2024 22:00;46.012,25;46.024,25;12,00;34.746,25
29.03.2024 22:00;29.03.2024 23:00;44.089,25;44.158,50;69,25;32.103,00
29.03.2024 23:00;30.03.2024 00:00;40.816,75;40.850,75;34,00;29.150,50
30.03.2024 00:00;30.03.2024 01:00;38.728,50;38.828,25;99,75;27.839,75
30.03.2024 01:00;30.03.2024 02:00;37.129,25;37.327,25;198,00;27.402,00
30.03.2024 02:00;30.03.2024 03:00;35.674,50;35.943,00;268,50;26.525,00
30.03.2024 03:00;30.03.2024 04:00;35.762,75;36.040,25;277,50;25.436,25
30.03.2024 04:00;30.03.2024 05:00;36.187,50;36.401,50;214,00;25.370,00
30.03.2024 05:00;30.03.2024 06:00;37.293,75;37.376,50;82,75;25.961,50
30.03.2024 06:00;30.03.2024 07:00;39.087,50;39.299,25;211,75;25.286,25
30.03.2024 07:00;30.03.2024 08:00;42.548,75;43.175,25;626,50;23.540,25
30.03.2024 08:00;30.03.2024 09:00;46.687,00;47.758,50;1.071,50;22.335,50
30.03.2024 09:00;30.03.2024 10:00;48.933,25;51.368,75;2.435,50;19.865,50
30.03.2024 10:00;30.03.2024 11:00;49.642,25;52.916,75;3.274,50;17.361,75
30.03.2024 11:00;30.03.2024 12:00;49.946,00;53.079,75;3.133,75;15.929,25
30.03.2024 12:00;30.03.2024 13:00;50.249,00;53.794,75;3.545,75;16.451,00
30.03.2024 13:00;30.03.2024 14:00;48.964,25;52.829,00;3.864,75;17.944,50
30.03.2024 14:00;30.03.2024 15:00;47.140,00;51.056,75;3.916,75;19.684,50
30.03.2024 15:00;30.03.2024 16:00;46.815,75;50.937,50;4.121,75;24.103,25
30.03.2024 16:00;30.03.2024 17:00;46.827,25;47.909,75;1.082,50;29.367,75
30.03.2024 17:00;30.03.2024 18:00;50.305,00;51.136,00;831,00;34.407,25
30.03.2024 18:00;30.03.2024 19:00;52.547,00;52.875,50;328,50;36.723,25
30.03.2024 19:00;30.03.2024 20:00;51.822,75;51.841,25;18,50;38.531,00
30.03.2024 20:00;30.03.2024 21:00;48.928,00;48.946,25;18,25;37.754,75
30.03.2024 21:00;30.03.2024 22:00;46.342,50;46.360,50;18,00;36.856,00
30.03.2024 22:00;30.03.2024 23:00;43.930,00;43.991,00;61,00;35.693,75
30.03.2024 23:00;31.03.2024 00:00;40.857,00;40.883,00;26,00;33.824,25
31.03.2024 00:00;31.03.2024 01:00;37.333,25;37.522,00;188,75;31.112,00
31.03.2024 01:00;30.03.2024 02:00;34.967,25;35.874,00;906,75;28.774,75
31.03.2024 03:00;31.03.2024 04:00;35.233,00;35.854,75;621,75;28.563,75
31.03.2024 04:00;31.03.2024 05:00;32.660,50;33.358,00;697,50;26.188,00
31.03.2024 05:00;31.03.2024 06:00;33.094,75;34.035,50;940,75;27.307,75
31.03.2024 06:00;31.03.2024 07:00;33.936,50;34.628,25;691,75;28.313,25
31.03.2024 07:00;31.03.2024 08:00;34.424,50;35.393,50;969,00;28.225,75
31.03.2024 08:00;31.03.2024 09:00;36.927,75;37.962,50;1.034,75;26.783,00
31.03.2024 09:00;31.03.2024 10:00;41.260,50;42.281,25;1.020,75;25.969,75
31.03.2024 10:00;31.03.2024 11:00;42.728,50;45.874,00;3.145,50;21.171,00
31.03.2024 11:00;31.03.2024 12:00;44.419,25;48.925,50;4.506,25;16.995,00
31.03.2024 12:00;31.03.2024 13:00;43.098,75;48.093,75;4.995,00;11.788,50
31.03.2024 13:00;31.03.2024 14:00;40.175,75;45.248,50;5.072,75;8.071,75
31.03.2024 14:00;31.03.2024 15:00;37.691,25;42.930,50;5.239,25;6.971,75
31.03.2024 15:00;31.03.2024 16:00;35.956,25;40.834,75;4.878,50;8.753,00
31.03.2024 16:00;31.03.2024 17:00;35.175,00;39.301,00;4.126,00;11.662,50
31.03.2024 17:00;31.03.2024 18:00;36.616,00;38.559,00;1.943,00;19.545,00
31.03.2024 18:00;31.03.2024 19:00;38.920,00;39.192,25;272,25;28.022,75
31.03.2024 19:00;31.03.2024 20:00;38.962,75;38.973,00;10,25;30.862,50
31.03.2024 20:00;31.03.2024 21:00;39.883,75;39.940,75;57,00;30.654,50
31.03.2024 21:00;31.03.2024 22:00;38.590,75;38.735,50;144,75;28.516,25
31.03.2024 22:00;31.03.2024 23:00;37.514,00;37.599,00;85,00;26.534,25
31.03.2024 23:00;01.04.2024 00:00;35.148,00;35.382,25;234,25;23.607,75
01.04.2024 00:00;01.04.2024 01:00;36.808,25;37.156,25;348,00;26.422,75
01.04.2024 01:00;01.04.2024 02:00;35.437,25;35.930,50;493,25;25.565,75
01.04.2024 02:00;01.04.2024 03:00;34.585,00;35.621,50;1.036,50;24.560,00
01.04.2024 03:00;01.04.2024 04:00;34.303,50;35.344,50;1.041,00;24.943,50
01.04.2024 04:00;01.04.2024 05:00;34.851,50;35.491,50;640,00;25.489,00
01.04.2024 05:00;01.04.2024 06:00;35.657,50;36.261,25;603,75;26.858,25
01.04.2024 06:00;01.04.2024 07:00;36.365,50;36.539,50;174,00;27.908,50
01.04.2024 07:00;01.04.2024 08:00;37.172,50;37.302,50;130,00;28.432,50
01.04.2024 08:00;01.04.2024 09:00;40.323,00;40.584,75;261,75;29.417,75
01.04.2024 09:00;01.04.2024 10:00;44.014,75;44.140,25;125,50;30.576,75
01.04.2024 10:00;01.04.2024 11:00;46.691,50;46.805,00;113,50;31.539,25
01.04.2024 11:00;01.04.2024 12:00;49.335,50;49.978,25;642,75;31.455,75
01.04.2024 12:00;01.04.2024 13:00;49.635,75;51.079,00;1.443,25;28.465,00
01.04.2024 13:00;01.04.2024 14:00;48.382,75;49.825,75;1.443,00;23.977,75
01.04.2024 14:00;01.04.2024 15:00;47.515,75;50.575,00;3.059,25;19.237,75
01.04.2024 15:00;01.04.2024 16:00;47.153,25;51.246,75;4.093,50;15.959,75
01.04.2024 16:00;01.04.2024 17:00;46.674,75;50.438,25;3.763,50;14.105,75
01.04.2024 17:00;01.04.2024 18:00;47.585,50;50.637,00;3.051,50;16.314,75
01.04.2024 18:00;01.04.2024 19:00;48.611,50;48.728,50;117,00;20.917,00
01.04.2024 19:00;01.04.2024 20:00;50.592,00;50.643,75;51,75;25.039,50
01.04.2024 20:00;01.04.2024 21:00;50.140,00;50.196,00;56,00;23.728,25
01.04.2024 21:00;01.04.2024 22:00;48.353,25;48.945,75;592,50;18.980,00
01.04.2024 22:00;01.04.2024 23:00;46.985,00;48.132,00;1.147,00;15.983,25
01.04.2024 23:00;02.04.2024 00:00;44.311,75;46.315,50;2.003,75;12.246,00
02.04.2024 00:00;02.04.2024 01:00;41.658,00;45.474,25;3.816,25;9.130,00
02.04.2024 01:00;02.04.2024 02:00;40.211,25;45.253,00;5.041,75;7.023,75
02.04.2024 02:00;02.04.2024 03:00;40.147,50;45.404,75;5.257,25;6.324,25
02.04.2024 03:00;02.04.2024 04:00;40.683,50;45.996,25;5.312,75;6.344,50
02.04.2024 04:00;02.04.2024 05:00;42.727,75;48.012,00;5.284,25;7.730,75
02.04.2024 05:00;02.04.2024 06:00;45.981,50;49.703,00;3.721,50;10.473,25
02.04.2024 06:00;02.04.2024 07:00;53.492,75;53.763,75;271,00;17.641,25
02.04.2024 07:00;02.04.2024 08:00;57.892,00;57.916,75;24,75;21.377,00
02.04.2024 08:00;02.04.2024 09:00;61.908,75;62.125,50;216,75;20.371,25
02.04.2024 09:00;02.04.2024 10:00;64.094,25;65.921,00;1.826,75;13.572,25
02.04.2024 10:00;02.04.2024 11:00;64.968,25;68.984,75;4.016,50;7.008,25
02.04.2024 11:00;02.04.2024 12:00;65.546,50;69.925,00;4.378,50;3.999,00
02.04.2024 12:00;02.04.2024 13:00;65.125,00;70.093,75;4.968,75;2.017,50
02.04.2024 13:00;02.04.2024 14:00;63.657,75;68.828,00;5.170,25;24,00
02.04.2024 14:00;02.04.2024 15:00;61.327,00;66.847,25;5.520,25;-701,50
02.04.2024 15:00;02.04.2024 16:00;60.007,50;65.157,50;5.150,00;791,00
02.04.2024 16:00;02.04.2024 17:00;59.373,00;64.258,75;4.885,75;4.673,25
02.04.2024 17:00;02.04.2024 18:00;59.483,00;61.731,00;2.248,00;12.319,75
02.04.2024 18:00;02.04.2024 19:00;60.470,25;61.167,25;697,00;24.673,00
02.04.2024 19:00;02.04.2024 20:00;60.523,75;60.525,75;2,00;33.729,75
02.04.2024 20:00;02.04.2024 21:00;58.952,50;58.977,00;24,50;34.476,75
02.04.2024 21:00;02.04.2024 22:00;56.336,75;56.424,25;87,50;32.676,75
02.04.2024 22:00;02.04.2024 23:00;52.714,25;52.764,25;50,00;30.164,00
02.04.2024 23:00;03.04.2024 00:00;49.385,75;49.713,25;327,50;27.279,25
03.04.2024 00:00;03.04.2024 01:00;46.837,75;48.897,25;2.059,50;26.017,25
03.04.2024 01:00;03.04.2024 02:00;45.176,75;48.613,25;3.436,50;25.398,25
03.04.2024 02:00;03.04.2024 03:00;44.523,25;48.181,00;3.657,75;26.105,25
03.04.2024 03:00;03.04.2024 04:00;44.817,50;48.285,25;3.467,75;28.214,50
03.04.2024 04:00;03.04.2024 05:00;45.892,50;48.760,75;2.868,25;30.411,50
03.04.2024 05:00;03.04.2024 06:00;48.677,25;49.838,25;1.161,00;34.492,50
03.04.2024 06:00;03.04.2024 07:00;54.611,75;54.813,25;201,50;41.275,00
03.04.2024 07:00;03.04.2024 08:00;58.935,25;58.943,50;8,25;45.050,00
03.04.2024 08:00;03.04.2024 09:00;61.945,75;62.115,75;170,00;45.218,75
03.04.2024 09:00;03.04.2024 10:00;61.737,75;61.915,25;177,50;40.751,00
03.04.2024 10:00;03.04.2024 11:00;63.366,50;63.812,75;446,25;38.853,75
03.04.2024 11:00;03.04.2024 12:00;63.591,00;64.069,00;478,00;36.387,75
03.04.2024 12:00;03.04.2024 13:00;63.602,75;64.475,50;872,75;34.935,50
03.04.2024 13:00;03.04.2024 14:00;62.673,25;63.331,00;657,75;34.164,25
03.04.2024 14:00;03.04.2024 15:00;61.375,00;62.065,25;690,25;33.847,50
03.04.2024 15:00;03.04.2024 16:00;60.361,25;60.995,00;633,75;35.371,50
03.04.2024 16:00;03.04.2024 17:00;58.925,00;59.130,00;205,00;36.792,75
03.04.2024 17:00;03.04.2024 18:00;59.159,75;59.391,50;231,75;39.732,50
03.04.2024 18:00;03.04.2024 19:00;60.267,25;60.341,00;73,75;43.140,25
03.04.2024 19:00;03.04.2024 20:00;61.180,75;61.185,50;4,75;43.846,75
03.04.2024 20:00;03.04.2024 21:00;59.999,00;60.101,75;102,75;40.051,25
03.04.2024 21:00;03.04.2024 22:00;56.857,25;57.063,50;206,25;33.589,00
03.04.2024 22:00;03.04.2024 23:00;54.151,50;54.717,00;565,50;28.652,00
03.04.2024 23:00;04.04.2024 00:00;50.747,00;51.387,75;640,75;23.848,25
04.04.2024 00:00;04.04.2024 01:00;47.742,75;50.373,00;2.630,25;20.471,00
04.04.2024 01:00;04.04.2024 02:00;45.669,25;49.060,25;3.391,00;17.500,00
04.04.2024 02:00;04.04.2024 03:00;44.371,50;48.288,75;3.917,25;15.870,50
04.04.2024 03:00;04.04.2024 04:00;44.805,00;49.240,00;4.435,00;15.201,25
04.04.2024 04:00;04.04.2024 05:00;45.907,50;49.593,75;3.686,25;17.540,50
04.04.2024 05:00;04.04.2024 06:00;48.717,50;49.760,50;1.043,00;21.180,00
04.04.2024 06:00;04.04.2024 07:00;55.380,50;55.652,75;272,25;27.135,50
04.04.2024 07:00;04.04.2024 08:00;59.725,75;59.991,25;265,50;29.707,50
04.04.2024 08:00;04.04.2024 09:00;61.819,75;61.930,00;110,25;28.705,00
04.04.2024 09:00;04.04.2024 10:00;62.149,50;62.491,50;342,00;24.610,25
04.04.2024 10:00;04.04.2024 11:00;63.455,25;63.710,00;254,75;23.502,50
04.04.2024 11:00;04.04.2024 12:00;63.666,25;64.134,00;467,75;22.200,25
04.04.2024 12:00;04.04.2024 13:00;63.324,50;64.417,25;1.092,75;20.634,50
04.04.2024 13:00;04.04.2024 14:00;63.135,00;65.355,00;2.220,00;19.069,00
04.04.2024 14:00;04.04.2024 15:00;61.591,25;65.171,00;3.579,75;16.658,00
04.04.2024 15:00;04.04.2024 16:00;60.341,50;65.101,75;4.760,25;14.093,75
04.04.2024 16:00;04.04.2024 17:00;59.984,00;64.380,25;4.396,25;13.507,25
04.04.2024 17:00;04.04.2024 18:00;60.038,75;61.416,50;1.377,75;16.303,50
04.04.2024 18:00;04.04.2024 19:00;60.776,75;61.387,50;610,75;22.207,50
04.04.2024 19:00;04.04.2024 20:00;61.388,25;61.395,50;7,25;28.326,25
04.04.2024 20:00;04.04.2024 21:00;59.796,25;59.918,00;121,75;27.598,75
04.04.2024 21:00;04.04.2024 22:00;57.492,00;57.976,75;484,75;25.294,75
04.04.2024 22:00;04.04.2024 23:00;54.339,75;54.789,00;449,25;22.767,00
04.04.2024 23:00;05.04.2024 00:00;50.331,50;51.657,25;1.325,75;19.577,75
05.04.2024 00:00;05.04.2024 01:00;47.445,75;49.302,25;1.856,50;18.100,50
05.04.2024 01:00;05.04.2024 02:00;44.862,75;47.650,50;2.787,75;18.218,25
05.04.2024 02:00;05.04.2024 03:00;43.869,25;46.763,75;2.894,50;19.361,75
05.04.2024 03:00;05.04.2024 04:00;44.511,75;47.409,75;2.898,00;21.599,75
05.04.2024 04:00;05.04.2024 05:00;45.231,50;46.705,00;1.473,50;23.275,75
05.04.2024 05:00;05.04.2024 06:00;48.659,00;49.394,75;735,75;26.718,50
05.04.2024 06:00;05.04.2024 07:00;54.194,25;54.273,25;79,00;32.121,25
05.04.2024 07:00;05.04.2024 08:00;58.717,25;58.717,75;0,50;35.650,50
05.04.2024 08:00;05.04.2024 09:00;60.638,25;60.664,25;26,00;33.821,50
05.04.2024 09:00;05.04.2024 10:00;60.471,75;60.747,00;275,25;26.779,50
05.04.2024 10:00;05.04.2024 11:00;61.618,25;62.271,75;653,50;19.261,50
05.04.2024 11:00;05.04.2024 12:00;62.232,25;63.539,25;1.307,00;11.782,50
05.04.2024 12:00;05.04.2024 13:00;62.358,75;65.426,50;3.067,75;7.092,50
05.04.2024 13:00;05.04.2024 14:00;61.722,50;66.182,00;4.459,50;3.360,00
05.04.2024 14:00;05.04.2024 15:00;60.018,25;65.143,00;5.124,75;2.660,25
05.04.2024 15:00;05.04.2024 16:00;59.449,75;63.466,50;4.016,75;5.002,25
05.04.2024 16:00;05.04.2024 17:00;58.649,25;62.745,25;4.096,00;8.873,25
05.04.2024 17:00;05.04.2024 18:00;58.395,25;59.941,75;1.546,50;12.402,00
05.04.2024 18:00;05.04.2024 19:00;58.744,75;58.933,25;188,50;17.822,00
05.04.2024 19:00;05.04.2024 20:00;59.738,00;59.757,50;19,50;23.187,25
05.04.2024 20:00;05.04.2024 21:00;57.976,00;57.982,00;6,00;23.137,75
05.04.2024 21:00;05.04.2024 22:00;54.602,50;54.999,50;397,00;21.081,00
05.04.2024 22:00;05.04.2024 23:00;50.793,50;50.807,50;14,00;20.386,25
05.04.2024 23:00;06.04.2024 00:00;46.509,50;46.747,75;238,25;18.628,25
06.04.2024 00:00;06.04.2024 01:00;44.981,50;45.394,75;413,25;18.377,75
06.04.2024 01:00;06.04.2024 02:00;42.879,50;43.517,00;637,50;16.618,50
06.04.2024 02:00;06.04.2024 03:00;41.354,25;42.487,25;1.133,00;15.841,00
06.04.2024 03:00;06.04.2024 04:00;40.799,75;41.345,00;545,25;17.747,25
06.04.2024 04:00;06.04.2024 05:00;40.954,25;41.190,75;236,50;19.495,75
06.04.2024 05:00;06.04.2024 06:00;41.391,50;41.530,50;139,00;22.637,75
06.04.2024 06:00;06.04.2024 07:00;42.386,00;42.621,75;235,75;24.245,00
06.04.2024 07:00;06.04.2024 08:00;44.443,00;44.574,00;131,00;24.453,75
06.04.2024 08:00;06.04.2024 09:00;48.100,25;48.570,25;470,00;21.974,75
06.04.2024 09:00;06.04.2024 10:00;50.185,75;51.642,00;1.456,25;16.889,75
06.04.2024 10:00;06.04.2024 11:00;51.936,50;55.463,50;3.527,00;11.472,00
06.04.2024 11:00;06.04.2024 12:00;51.789,00;56.611,50;4.822,50;6.849,50
06.04.2024 12:00;06.04.2024 13:00;50.208,50;55.788,50;5.580,00;3.630,00
06.04.2024 13:00;06.04.2024 14:00;48.450,75;54.304,25;5.853,50;3.768,50
06.04.2024 14:00;06.04.2024 15:00;46.969,00;52.776,25;5.807,25;1.602,50
06.04.2024 15:00;06.04.2024 16:00;46.827,25;52.115,75;5.288,50;2.299,75
06.04.2024 16:00;06.04.2024 17:00;46.524,75;51.308,50;4.783,75;3.870,25
06.04.2024 17:00;06.04.2024 18:00;47.388,75;49.789,25;2.400,50;10.911,50
06.04.2024 18:00;06.04.2024 19:00;48.588,00;48.758,50;170,50;20.159,25
06.04.2024 19:00;06.04.2024 20:00;50.213,50;50.214,50;1,00;24.689,75
06.04.2024 20:00;06.04.2024 21:00;49.994,50;49.997,00;2,50;23.616,50
06.04.2024 21:00;06.04.2024 22:00;47.945,25;48.116,25;171,00;19.689,25
06.04.2024 22:00;06.04.2024 23:00;45.705,50;45.953,75;248,25;17.408,00
06.04.2024 23:00;07.04.2024 00:00;43.215,50;43.526,75;311,25;13.956,50
07.04.2024 00:00;07.04.2024 01:00;40.547,75;41.452,00;904,25;11.053,00
07.04.2024 01:00;07.04.2024 02:00;38.358,75;39.733,25;1.374,50;9.715,75
07.04.2024 02:00;07.04.2024 03:00;37.182,00;38.935,00;1.753,00;8.146,50
07.04.2024 03:00;07.04.2024 04:00;36.672,25;39.601,50;2.929,25;6.855,00
07.04.2024 04:00;07.04.2024 05:00;37.273,50;40.342,50;3.069,00;6.363,00
07.04.2024 05:00;07.04.2024 06:00;38.093,25;41.854,75;3.761,50;5.813,00
07.04.2024 06:00;07.04.2024 07:00;39.901,00;43.352,00;3.451,00;7.069,25
07.04.2024 07:00;07.04.2024 08:00;41.634,50;44.619,75;2.985,25;8.775,25
07.04.2024 08:00;07.04.2024 09:00;44.590,75;48.614,50;4.023,75;9.892,50
07.04.2024 09:00;07.04.2024 10:00;46.146,75;49.535,75;3.389,00;10.617,75
07.04.2024 10:00;07.04.2024 11:00;47.606,75;52.280,50;4.673,75;10.138,75
07.04.2024 11:00;07.04.2024 12:00;48.583,25;54.011,25;5.428,00;6.706,25
07.04.2024 12:00;07.04.2024 13:00;47.686,25;53.630,25;5.944,00;5.241,75
07.04.2024 13:00;07.04.2024 14:00;44.650,00;50.609,25;5.959,25;3.161,75
07.04.2024 14:00;07.04.2024 15:00;43.486,00;49.042,75;5.556,75;4.859,50
07.04.2024 15:00;07.04.2024 16:00;43.202,00;47.967,50;4.765,50;6.936,75
07.04.2024 16:00;07.04.2024 17:00;43.227,75;46.840,00;3.612,25;10.447,50
07.04.2024 17:00;07.04.2024 18:00;45.261,75;47.380,00;2.118,25;19.137,00
07.04.2024 18:00;07.04.2024 19:00;47.302,25;48.195,75;893,50;31.299,75
07.04.2024 19:00;07.04.2024 20:00;48.702,50;48.703,00;0,50;38.543,75
07.04.2024 20:00;07.04.2024 21:00;48.762,25;48.763,50;1,25;39.352,00
07.04.2024 21:00;07.04.2024 22:00;46.556,00;46.757,75;201,75;36.089,50
07.04.2024 22:00;07.04.2024 23:00;45.105,50;45.734,00;628,50;33.226,75
07.04.2024 23:00;08.04.2024 00:00;42.482,25;43.568,50;1.086,25;28.859,75
08.04.2024 00:00;08.04.2024 01:00;40.351,00;42.263,25;1.912,25;26.469,00
08.04.2024 01:00;08.04.2024 02:00;39.480,00;43.128,00;3.648,00;26.185,75
08.04.2024 02:00;08.04.2024 03:00;38.145,00;41.745,75;3.600,75;26.229,75
08.04.2024 03:00;08.04.2024 04:00;38.174,25;41.141,25;2.967,00;27.887,00
08.04.2024 04:00;08.04.2024 05:00;39.069,75;40.510,75;1.441,00;30.392,25
08.04.2024 05:00;08.04.2024 06:00;43.140,75;43.409,00;268,25;35.067,25
08.04.2024 06:00;08.04.2024 07:00;51.611,75;51.660,25;48,50;43.239,75
08.04.2024 07:00;08.04.2024 08:00;56.783,25;56.787,00;3,75;46.823,00
08.04.2024 08:00;08.04.2024 09:00;60.084,00;60.133,00;49,00;45.248,75
08.04.2024 09:00;08.04.2024 10:00;61.340,50;61.702,25;361,75;39.529,75
08.04.2024 10:00;08.04.2024 11:00;61.121,25;62.677,50;1.556,25;31.685,00
08.04.2024 11:00;08.04.2024 12:00;61.202,00;64.664,25;3.462,25;26.743,25
08.04.2024 12:00;08.04.2024 13:00;60.895,50;65.005,75;4.110,25;24.605,50
08.04.2024 13:00;08.04.2024 14:00;59.269,50;63.393,25;4.123,75;23.073,00
08.04.2024 14:00;08.04.2024 15:00;57.604,25;61.560,50;3.956,25;23.075,75
08.04.2024 15:00;08.04.2024 16:00;58.119,50;61.363,25;3.243,75;27.716,75
08.04.2024 16:00;08.04.2024 17:00;56.677,75;57.813,50;1.135,75;32.831,00
08.04.2024 17:00;08.04.2024 18:00;56.914,75;57.218,50;303,75;40.459,50
08.04.2024 18:00;08.04.2024 19:00;57.777,00;57.924,00;147,00;47.902,50
08.04.2024 19:00;08.04.2024 20:00;58.469,00;58.489,25;20,25;52.123,50
08.04.2024 20:00;08.04.2024 21:00;57.300,50;57.346,00;45,50;49.445,00
08.04.2024 21:00;08.04.2024 22:00;54.479,25;54.748,75;269,50;43.187,75
08.04.2024 22:00;08.04.2024 23:00;50.741,00;51.057,25;316,25;37.287,50
08.04.2024 23:00;09.04.2024 00:00;46.381,00;46.581,00;200,00;31.842,00
09.04.2024 00:00;09.04.2024 01:00;43.112,00;43.868,50;756,50;27.710,00
09.04.2024 01:00;09.04.2024 02:00;41.667,75;42.313,50;645,75;25.390,75
09.04.2024 02:00;09.04.2024 03:00;40.980,25;42.481,75;1.501,50;23.482,25
09.04.2024 03:00;09.04.2024 04:00;42.090,00;44.162,00;2.072,00;24.752,75
09.04.2024 04:00;09.04.2024 05:00;43.157,25;44.254,00;1.096,75;26.432,50
09.04.2024 05:00;09.04.2024 06:00;46.770,25;47.320,00;549,75;29.064,75
09.04.2024 06:00;09.04.2024 07:00;54.690,25;54.791,00;100,75;34.695,50
09.04.2024 07:00;09.04.2024 08:00;59.095,25;59.156,50;61,25;35.754,50
09.04.2024 08:00;09.04.2024 09:00;62.098,75;62.153,50;54,75;33.430,00
09.04.2024 09:00;09.04.2024 10:00;62.739,75;62.911,00;171,25;29.208,25
09.04.2024 10:00;09.04.2024 11:00;63.152,50;63.604,75;452,25;25.516,50
09.04.2024 11:00;09.04.2024 12:00;63.477,75;64.628,00;1.150,25;22.337,50
09.04.2024 12:00;09.04.2024 13:00;63.788,50;67.440,50;3.652,00;19.330,25
09.04.2024 13:00;09.04.2024 14:00;62.917,50;66.963,75;4.046,25;16.950,75
09.04.2024 14:00;09.04.2024 15:00;62.052,00;66.424,25;4.372,25;15.583,00
09.04.2024 15:00;09.04.2024 16:00;61.037,75;65.134,00;4.096,25;16.581,50
09.04.2024 16:00;09.04.2024 17:00;60.985,25;63.892,50;2.907,25;19.030,25
09.04.2024 17:00;09.04.2024 18:00;60.882,25;61.848,25;966,00;21.704,50
09.04.2024 18:00;09.04.2024 19:00;62.027,50;62.044,50;17,00;25.856,50
09.04.2024 19:00;09.04.2024 20:00;61.788,25;61.799,25;11,00;28.751,25
09.04.2024 20:00;09.04.2024 21:00;60.487,25;60.499,50;12,25;27.843,75
09.04.2024 21:00;09.04.2024 22:00;57.710,25;58.103,75;393,50;25.066,25
09.04.2024 22:00;09.04.2024 23:00;53.368,00;54.812,50;1.444,50;22.710,50
09.04.2024 23:00;10.04.2024 00:00;49.873,25;52.600,75;2.727,50;19.593,00
10.04.2024 00:00;10.04.2024 01:00;46.844,25;51.340,75;4.496,50;17.160,00
10.04.2024 01:00;10.04.2024 02:00;45.679,00;50.581,00;4.902,00;16.769,50
10.04.2024 02:00;10.04.2024 03:00;44.083,00;48.817,50;4.734,50;16.747,75
10.04.2024 03:00;10.04.2024 04:00;44.388,50;48.350,25;3.961,75;18.400,25
10.04.2024 04:00;10.04.2024 05:00;45.269,25;48.166,75;2.897,50;20.811,25
10.04.2024 05:00;10.04.2024 06:00;48.518,50;49.812,25;1.293,75;25.172,00
10.04.2024 06:00;10.04.2024 07:00;56.122,25;56.414,00;291,75;32.534,00
10.04.2024 07:00;10.04.2024 08:00;60.930,75;61.001,25;70,50;38.171,50
10.04.2024 08:00;10.04.2024 09:00;63.654,25;63.696,25;42,00;39.308,00
10.04.2024 09:00;10.04.2024 10:00;64.363,25;64.712,25;349,00;34.626,00
10.04.2024 10:00;10.04.2024 11:00;64.533,75;65.634,75;1.101,00;29.116,75
10.04.2024 11:00;10.04.2024 12:00;65.356,00;69.143,75;3.787,75;25.333,50
10.04.2024 12:00;10.04.2024 13:00;64.500,25;69.429,00;4.928,75;22.510,75
10.04.2024 13:00;10.04.2024 14:00;63.206,50;68.434,75;5.228,25;21.754,00
10.04.2024 14:00;10.04.2024 15:00;61.086,00;65.959,00;4.873,00;21.139,00
10.04.2024 15:00;10.04.2024 16:00;60.004,75;64.385,50;4.380,75;22.755,75
10.04.2024 16:00;10.04.2024 17:00;58.626,75;61.593,00;2.966,25;26.257,50
10.04.2024 17:00;10.04.2024 18:00;58.686,25;59.603,50;917,25;33.365,00
10.04.2024 18:00;10.04.2024 19:00;59.261,50;59.698,00;436,50;43.325,75
10.04.2024 19:00;10.04.2024 20:00;59.734,00;60.042,50;308,50;49.888,25
10.04.2024 20:00;10.04.2024 21:00;58.672,25;58.680,25;8,00;50.704,75
10.04.2024 21:00;10.04.2024 22:00;55.688,25;55.738,75;50,50;46.741,25
10.04.2024 22:00;10.04.2024 23:00;51.873,75;51.940,00;66,25;40.536,00
10.04.2024 23:00;11.04.2024 00:00;48.212,50;48.445,50;233,00;34.002,25
11.04.2024 00:00;11.04.2024 01:00;45.106,50;45.414,75;308,25;27.235,00
11.04.2024 01:00;11.04.2024 02:00;43.993,75;45.276,50;1.282,75;23.411,75
11.04.2024 02:00;11.04.2024 03:00;43.994,25;47.871,75;3.877,50;22.176,00
11.04.2024 03:00;11.04.2024 04:00;44.616,00;48.249,25;3.633,25;22.074,00
11.04.2024 04:00;11.04.2024 05:00;46.021,50;49.155,50;3.134,00;23.364,50
11.04.2024 05:00;11.04.2024 06:00;50.337,00;51.214,00;877,00;26.892,00
11.04.2024 06:00;11.04.2024 07:00;57.211,50;57.241,75;30,25;32.244,50
11.04.2024 07:00;11.04.2024 08:00;61.706,00;61.740,50;34,50;33.212,00
11.04.2024 08:00;11.04.2024 09:00;64.685,00;64.944,00;259,00;30.436,25
11.04.2024 09:00;11.04.2024 10:00;64.991,50;65.909,50;918,00;24.391,25
