name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"51.751111, 4.208611",2024-01-01T00:00:00,7.9,3.2,5.6,85.3,0.136,100,rain,0,0,54.1,38.5,208,995.8,95.4,16.5,0,0,0,,"Rain, Overcast",rain,"06350099999,06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T01:00:00,7.6,2.8,5.2,85.1,1.196,100,rain,0,0,62.4,38.2,204,996.1,98.6,10.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T02:00:00,7.3,2.8,5.4,87.82,0.059,100,rain,0,0,46.5,33.8,208,996.1,93.9,12.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T03:00:00,7.4,3,5.8,89.43,0.147,100,rain,0,0,52.4,32.4,210,996.7,100,9.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T04:00:00,8.2,4.1,5.8,84.94,0.088,100,rain,0,0,52,31.8,218,996.9,100,15.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T05:00:00,8.3,4.2,5.8,84.3,0.293,100,rain,0,0,46.8,32.5,219,997.5,100,14.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T06:00:00,8.2,4.3,5.7,83.76,0,0,,0,0,44.1,29.6,222,998.1,100,11.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T07:00:00,8.1,4.1,5.6,83.99,5.169,100,rain,0,0,58.2,30.1,230,998.7,100,15.8,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T08:00:00,8.4,4.7,5.3,80.58,0.587,100,rain,0,0,37,28,233,999.7,100,22.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T09:00:00,8,4.3,5.2,82.55,0.633,100,rain,0,0,46.2,25.7,245,1001.3,100,13.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-01-01T10:00:00,8.5,4.5,5,78.4,0.059,100,rain,0,0,42.9,32.1,248,1001.9,100,28.4,16,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T11:00:00,8.9,5.1,4.9,75.74,0,0,,0,0,43.3,31.5,251,1002.8,75.5,22.6,42,0.2,0,,Partially cloudy,partly-cloudy-day,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T12:00:00,9.2,5.4,4.7,73.88,0,0,,0,0,40.9,31.7,248,1003.3,65.5,21.8,65,0.2,1,,Partially cloudy,partly-cloudy-day,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T13:00:00,8.9,5,4.7,74.73,0.041,100,rain,0,0,50,32.7,248,1003.8,63.3,19.4,151,0.5,2,,"Rain, Partially cloudy",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T14:00:00,8.9,5.2,4.6,74.24,0,0,,0,0,37.8,30.2,248,1004.1,83.9,17.8,146,0.5,1,,Partially cloudy,partly-cloudy-day,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T15:00:00,9.1,5.4,4.5,73,0.029,100,rain,0,0,43.3,30.5,243,1004.5,90,18.8,23,0.1,0,,"Rain, Partially cloudy",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T16:00:00,8.3,5.1,4.3,76.16,0,0,,0,0,39.9,21,236,1004.9,71.7,18.6,18,0.1,0,,Partially cloudy,partly-cloudy-day,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T17:00:00,8,4.6,4.3,77.66,0,0,,0,0,29.9,22.1,233,1005.2,75.5,16.2,2,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T18:00:00,7.6,4.4,4,77.81,0,0,,0,0,26.4,19.6,222,1005.2,100,20.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T19:00:00,7.5,4,4.8,82.95,0,0,,0,0,47.5,22.4,210,1005.1,100,27.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T20:00:00,7.6,4.1,4.4,80.05,0,0,,0,0,32.2,22.2,197,1004.6,100,38.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T21:00:00,7.3,4,4.6,82.55,0,0,,0,0,28.5,20.3,184,1003.7,100,38.1,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T22:00:00,7.2,3.8,5.1,86.07,0,0,,0,0,33,20.7,172,1002.7,100,22.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-01T23:00:00,7.3,3.5,5.9,90.87,0.136,100,rain,0,0,29.5,24,168,1001.1,100,11.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T00:00:00,7.5,3.4,6.4,92.88,0.336,100,rain,0,0,36.5,28.4,167,999.4,100,12.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T01:00:00,7.6,3.6,6.8,94.19,1.623,100,rain,0,0,40.2,28.8,163,997.2,100,9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T02:00:00,8.1,3.8,7,93.19,0.96,100,rain,0,0,41.7,34.1,160,994.8,100,10.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T03:00:00,8.2,4.2,7.4,94.6,1.439,100,rain,0,0,38.7,31.7,170,992.5,100,10.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T04:00:00,8.8,5,8.1,95.85,0.88,100,rain,0,0,40.2,30.2,182,991,100,4.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T05:00:00,9.8,6.3,9.2,95.98,0.349,100,rain,0,0,43.3,30.8,207,990.3,100,3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T06:00:00,11,11,10.3,95.51,0.291,100,rain,0,0,45,36,234,990.6,100,6.8,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T07:00:00,11.8,11.8,10.3,90.83,6.255,100,rain,0,0,56.3,37.7,240,991.3,100,25.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T08:00:00,11.5,11.5,10.1,90.7,0,0,,0,0,48.2,33.3,235,991.8,100,14.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T09:00:00,11.8,11.8,10,88.84,0,0,,0,0,48.9,24.8,232,992.5,100,14.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-01-02T10:00:00,11.6,11.6,10.3,91.61,0,0,,0,0,49.7,26.1,218,991.8,100,21,12,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T11:00:00,12,12,10.4,90.1,0,0,,0,0,34.9,25.4,213,991.4,100,24.7,18,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T12:00:00,11.5,11.5,10.5,93.68,0.245,100,rain,0,0,31.1,20.8,189,990.4,100,11.4,21,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T13:00:00,11.2,11.2,10.5,95.58,2.182,100,rain,0,0,45.1,23.2,186,988.9,100,10.4,16,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T14:00:00,11.3,11.3,10.6,95.63,1.439,100,rain,0,0,33.9,24.4,185,986.9,100,7.4,19,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T15:00:00,11.7,11.7,10.8,93.84,0.349,100,rain,0,0,39,27.9,191,985.5,100,22.8,12,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T16:00:00,11.7,11.7,10.8,94.45,0.587,100,rain,0,0,49.4,32.7,183,983.5,100,8,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T17:00:00,11.7,11.7,10.8,94.21,0.68,100,rain,0,0,55.6,37.3,196,982.3,100,5,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T18:00:00,12.5,12.5,10.3,86.19,0.125,100,rain,0,0,60.5,44.3,215,981.7,96.1,23.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T19:00:00,12.1,12.1,7.8,75.07,2.01,100,rain,0,0,85.6,56.3,223,981.6,69.4,18.6,0,0,0,,"Rain, Partially cloudy",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T20:00:00,11.9,11.9,7.5,74.75,0,0,,0,0,77.4,58.5,224,981.6,100,19.7,0,0,0,,Overcast,wind,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T21:00:00,11.8,11.8,7.4,74.76,0,0,,0,0,81.5,60.3,234,982.3,100,20.3,0,0,0,,Overcast,wind,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T22:00:00,11.1,11.1,7.7,79.51,0.059,100,rain,0,0,80.9,50.6,239,983.3,92.2,11.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-02T23:00:00,10.6,10.6,7.2,79.55,0.587,100,rain,0,0,72.9,57.3,249,984.6,100,11.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T00:00:00,10.4,10.4,7.4,81.63,0.293,100,rain,0,0,75.4,52.7,249,985.6,100,12,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T01:00:00,11,11,6.9,75.82,0,0,,0,0,90.1,53.9,242,986.7,96.1,17.2,0,0,0,,Overcast,wind,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T02:00:00,10.9,10.9,7.2,77.71,0,0,,0,0,65.1,46.7,242,987.5,100,13.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T03:00:00,10.7,10.7,7,78.11,0,0,,0,0,56.4,42.4,244,988.3,80.6,14.4,0,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T04:00:00,10.7,10.7,7.3,79.13,0,0,,0,0,66.9,40.5,240,988.5,100,13.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T05:00:00,10.5,10.5,7.4,81.13,0,0,,0,0,50.5,35,233,988.6,90,12.6,0,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T06:00:00,10.1,10.1,7.9,86.26,0.056,100,rain,0,0,51.2,35,226,988.7,93.9,11.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T07:00:00,9.4,5.3,7.5,87.81,4.658,100,rain,0,0,63.9,38.2,232,988.9,100,12.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T08:00:00,9.6,5.8,7.8,88.47,0.461,100,rain,0,0,48,34.1,234,989.2,100,13.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T09:00:00,9.8,6.1,7.8,87.47,0.02,100,rain,0,0,46.8,33,235,990.1,100,13.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-01-03T10:00:00,10,10,7.8,86.16,0,0,,0,0,43.2,31.4,238,990.2,100,12.8,12,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T11:00:00,10.4,10.4,7.7,83.46,0.059,100,rain,0,0,40.4,32.2,236,990.6,96.1,12.6,120,0.4,1,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T12:00:00,10.3,10.3,7.2,81.2,0,0,,0,0,61.2,31.4,230,990.8,100,10,105,0.4,1,,Overcast,cloudy,"06350099999,06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T13:00:00,10.3,10.3,7.9,84.9,0,0,,0,0,60.5,25.9,228,990.2,85,15.6,30,0.1,0,,Partially cloudy,partly-cloudy-day,"06350099999,06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T14:00:00,10.2,10.2,8.1,86.64,0,0,,0,0,62.3,28.8,232,989.8,94.7,9.7,14,0.1,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T15:00:00,10,6.3,7.5,84.26,0.117,100,rain,0,0,46,34.3,230,989.5,96.1,20.3,90,0.3,1,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T16:00:00,9.7,6.6,7.5,86.16,0.88,100,rain,0,0,28.8,23.9,233,989.4,100,20.7,21,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T17:00:00,9.1,5.6,7.1,86.92,0.029,100,rain,0,0,40.8,27.8,226,989.2,93.9,30.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T18:00:00,9,5.7,7.4,89.5,0.205,100,rain,0,0,34.1,24.2,237,989.4,100,16.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T19:00:00,9.2,5.7,7.6,89.56,4.222,100,rain,0,0,54.6,28.6,247,989.7,100,14.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T20:00:00,8.9,5.1,7.1,88.46,0.549,100,rain,0,0,47.5,30,251,990.5,100,14.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T21:00:00,8.5,5,7.2,91.55,0.666,100,rain,0,0,39.4,25,268,991.3,100,24.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T22:00:00,8.8,5.2,7.4,91.37,0.088,100,rain,0,0,44.4,27.3,270,992.4,100,22,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-03T23:00:00,8.5,4.6,7.3,92.56,0.936,100,rain,0,0,37.6,30.5,285,993.1,100,9.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T00:00:00,8.7,5.2,7.3,91.04,0.264,100,rain,0,0,31.5,25.8,284,994.5,100,23.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T01:00:00,8.8,5.6,7.2,89.16,0.622,100,rain,0,0,55.2,23.5,281,996,100,26.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T02:00:00,8.9,5.5,7.3,89.72,0.088,100,rain,0,0,26.7,24.7,274,996.9,100,21.5,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T03:00:00,8.8,5.5,7,88.33,0,0,,0,0,30.4,23.6,270,997.8,100,35.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T04:00:00,8.9,5.9,7.3,89.76,0.088,100,rain,0,0,28.8,20.7,268,998.6,100,29.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T05:00:00,8.7,5.5,7.1,89.43,0.093,100,rain,0,0,28.5,22.9,268,999.3,100,16,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T06:00:00,8.8,5.5,7.3,90.18,0.24,100,rain,0,0,28.8,23.9,272,1000,100,13.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T07:00:00,8.6,5.6,7.1,89.96,2.316,100,rain,0,0,40.6,21.1,263,1000.6,93.9,27.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T08:00:00,8.4,5.1,6.7,88.87,0.291,100,rain,0,0,25.9,23.8,268,1001.4,100,30,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T09:00:00,8.4,5.5,6.6,88.51,1.653,100,rain,0,0,27.6,18.7,250,1002.2,100,29.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-01-04T10:00:00,8.7,5.9,7.4,92.09,0.293,100,rain,0,0,27.3,18.1,253,1002.5,100,19.2,26,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T11:00:00,9,6.1,7.6,90.67,0,0,,0,0,25.3,20.7,252,1003.2,100,22.2,91,0.3,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T12:00:00,9.3,6.4,7.4,88.07,0.056,100,rain,0,0,30,20.2,255,1003.5,100,19.8,28,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T13:00:00,8.9,5.8,6.7,86.14,0,0,,0,0,29.4,22.2,256,1003.5,100,18.6,97,0.3,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T14:00:00,9.1,6.2,6.8,85.46,0.293,100,rain,0,0,30.5,20.6,248,1003.5,96.1,28.8,165,0.6,2,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T15:00:00,9.1,6.7,6.3,82.56,0,0,,0,0,30.4,16.2,244,1003.4,100,18,65,0.2,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T16:00:00,8.7,6.6,6,83.2,0,0,,0,0,30.9,13,226,1003.4,100,19,42,0.2,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T17:00:00,8.3,6.4,6,85.47,0,0,,0,0,14.5,11.3,209,1003.3,100,18.2,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T18:00:00,8.3,6.4,6,85.34,0,0,,0,0,16.6,11.3,179,1003,100,19.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T19:00:00,8.1,6,6.1,87.03,0.829,100,rain,0,0,35.5,12.5,155,1002.7,100,16.3,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T20:00:00,8.2,5.8,6.3,87.95,0,0,,0,0,15.6,14.3,139,1001.9,100,17.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T21:00:00,8.2,5.4,6.7,90.23,0.104,100,rain,0,0,20.2,16.7,135,1001.1,100,14.8,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T22:00:00,7.9,4.9,6.9,93.82,0.293,100,rain,0,0,22.8,17.9,130,1000.1,100,13.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-04T23:00:00,8.1,5,7.3,94.3,0.773,100,rain,0,0,23.9,20.2,135,998.9,100,13.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T00:00:00,8.2,5,7.5,95.41,0.643,100,rain,0,0,22.8,21.2,142,998,84.5,13.6,0,0,0,,"Rain, Partially cloudy",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T01:00:00,8.9,6.1,7.7,91.97,0.68,100,rain,0,0,24.9,19.4,150,997,96.1,17.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T02:00:00,9.3,6.4,7.6,89.08,0,0,,0,0,22.9,20.8,156,996.2,100,20.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T03:00:00,9.5,6.7,7.2,85.41,0,0,,0,0,30,20.4,152,995.3,100,29,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T04:00:00,9.7,6.5,6.8,82.11,0,0,,0,0,38.1,25.1,168,994.5,100,28.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T05:00:00,9.2,5.7,6,80.34,0.205,100,rain,0,0,36.7,27.3,178,993.5,100,38.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T06:00:00,8.5,4.8,5.3,80.2,0.077,100,rain,0,0,37.6,27.6,186,992.9,100,17,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T07:00:00,7.6,3.4,4.5,80.24,2.441,100,rain,0,0,51.4,30.8,187,992.7,100,28.7,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T08:00:00,6.7,2.5,5.2,90.26,0.115,100,rain,0,0,44.5,27.1,175,992.4,100,10.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T09:00:00,6.7,2.3,5.5,92.21,0.469,100,rain,0,0,46.2,29.3,195,992.6,100,8,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-01-05T10:00:00,7,2.6,6,93.62,0.088,100,rain,0,0,50.5,31.1,194,992.2,100,9.4,9,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T11:00:00,7.6,3.6,6.6,93.88,0.019,100,rain,0,0,43.3,27.7,219,992.6,100,24.1,19,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T12:00:00,7.6,3.5,6.7,93.94,0.048,100,rain,0,0,46.3,29.2,258,993.5,100,18.3,14,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T13:00:00,7.6,3.9,6.5,92.33,2.694,100,rain,0,0,53.5,25.2,268,994.6,100,31,49,0.2,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T14:00:00,7.7,4.3,6.4,91.82,0,0,,0,0,30.7,21.3,271,995.4,100,14.3,26,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T15:00:00,8,5,6.3,89.17,0.056,100,rain,0,0,22.5,18.8,277,996.4,100,35,26,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T16:00:00,7.9,5.5,6.3,89.88,0,0,,0,0,25.8,13.7,278,997.4,100,35,9,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T17:00:00,7.9,5.8,6.4,90.22,0,0,,0,0,12.3,11.5,275,998.3,100,30,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T18:00:00,7.9,5.5,6.7,92.54,0,0,,0,0,16.1,13.2,287,999.1,100,9.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T19:00:00,7.7,5,6.6,92.85,0.578,100,rain,0,0,38.3,15.5,294,1000,100,19.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
"51.751111, 4.208611",2024-01-05T20:00:00,7.8,5,6.4,90.63,0.056,100,rain,0,0,19.7,16.8,322,1000.7,100,21.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06330099999,06344099999"
